N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,target
0.662235068,0.481097657,0.462102635,2,1,3,4,1,1,4,1,4,5,1,1,2,2,1,1,1,1
0.570409346,0.537100775,0.446622301,0,3,2,4,1,3,2,5,4,4,1,1,2,2,1,1,1,1
0.934100603,0.60893645,0.195076581,1,3,0,4,4,4,4,3,1,1,1,2,2,1,1,1,1,1
0.665412145,0.407404116,0.362629735,3,3,0,1,4,0,1,2,2,5,2,2,2,1,1,1,1,1
0.667934819,0.407622494,0.524234535,3,0,4,3,2,0,2,4,4,5,2,2,1,2,1,1,1,1
0.568614855,0.47990346,0.412258876,2,1,1,0,2,2,1,2,3,5,1,1,2,2,1,1,1,1
0.70170386,0.419433022,0.32469584,0,4,1,0,3,0,4,4,3,5,1,1,2,1,1,1,1,1
0.732664951,0.464151169,0.400528279,1,4,0,4,0,4,3,2,4,5,2,2,1,2,1,1,1,1
0.761299805,0.574627799,0.331656037,4,1,2,1,0,2,0,3,1,2,2,1,2,1,1,1,1,1
0.701940629,0.488405394,0.407694329,2,3,4,3,2,2,4,4,4,5,1,2,1,2,1,1,1,1
0.680593958,0.565267179,0.344940888,2,4,4,1,2,4,4,1,2,3,2,2,1,2,1,1,1,1
0.63199832,0.5865291,0.369989111,1,2,2,3,4,0,1,5,5,5,2,2,2,1,1,1,1,1
0.547865148,0.716272736,0.28432954,1,0,2,4,1,0,1,1,1,5,2,1,2,1,1,1,1,1
0.766842087,0.498815536,0.334860519,0,2,1,4,3,1,0,4,3,1,2,1,2,1,1,1,1,1
0.840245107,0.469269977,0.236424284,3,4,1,0,1,4,4,1,2,5,2,2,2,2,1,1,1,1
0.6862785,0.383467385,0.354369163,3,4,4,2,0,2,1,2,1,5,1,2,2,1,1,1,1,1
0.459714319,0.48712402,0.233729367,2,0,1,2,3,3,2,1,3,3,2,1,1,2,1,1,1,1
0.616763673,0.593536323,0.175840871,2,2,2,2,4,4,4,3,1,2,2,2,2,2,1,1,1,1
0.57960955,0.558934491,0.28051071,3,0,2,4,4,4,1,4,2,3,1,1,2,2,1,1,1,1
0.695524733,0.538230887,0.49086821,1,4,2,0,0,3,0,3,4,2,2,1,1,2,1,1,1,1
0.54818444,0.404123788,0.334512557,3,1,3,2,1,2,1,5,5,4,2,1,2,1,1,1,1,1
0.513371615,0.419355605,0.367737996,3,4,0,3,4,4,0,2,4,5,2,1,1,1,1,1,1,1
0.823860559,0.523747549,0.293696955,2,4,0,3,1,1,3,5,4,2,2,1,1,2,1,1,1,1
0.6539998,0.609713093,0.077969716,3,4,1,1,4,1,1,5,1,2,2,1,1,2,1,1,1,1
0.650557947,0.422545424,0.199810552,4,0,2,3,3,4,2,3,2,2,2,1,2,1,1,1,1,1
0.426762785,0.47994879,0.313050619,2,3,3,3,3,4,0,2,4,1,1,2,1,1,1,1,1,1
0.652637892,0.349168257,0.21852875,2,4,3,4,0,4,3,3,3,2,2,1,2,2,1,1,1,1
0.621788906,0.358444641,0.283693179,1,1,2,4,1,4,4,4,3,1,1,1,1,1,1,1,1,1
0.830317009,0.497061887,0.403444658,2,3,2,3,0,1,2,5,2,3,2,2,2,1,1,1,1,1
0.661991315,0.419385774,0.287723907,0,3,3,1,1,1,4,5,5,1,2,1,2,1,1,1,1,1
0.627698015,0.526066041,0.428642101,2,0,0,2,0,4,4,2,5,1,2,1,2,2,1,1,1,1
0.701632799,0.524648162,0.268431593,4,1,3,4,4,4,4,5,5,1,1,2,2,1,1,1,1,1
0.72942038,0.451399253,0.235528797,1,1,1,3,1,4,4,2,3,3,1,1,1,2,1,1,1,1
0.666673325,0.503459063,0.272123947,4,0,3,0,2,1,1,1,5,1,1,1,2,2,1,1,1,1
0.717993649,0.511301501,0.170054822,4,4,2,1,1,4,2,1,5,5,1,1,1,1,1,1,1,1
0.917449361,0.428310391,0.307382383,2,2,0,1,0,4,3,1,3,5,1,1,2,2,1,1,1,1
0.583731078,0.299234148,0.223496425,0,3,4,4,1,0,1,1,4,4,1,1,1,2,1,1,1,1
0.702056523,0.393658979,0.463858812,0,1,2,0,4,3,0,4,2,5,2,2,1,1,1,1,1,1
0.494575288,0.371889045,0.372005622,4,0,2,3,1,3,3,1,2,4,1,1,1,1,1,1,1,1
0.918487075,0.33909671,0.159465384,1,2,3,4,3,0,4,1,3,1,1,2,2,1,1,1,1,1
0.589683019,0.409383121,0.500236213,4,2,1,1,2,0,3,4,4,5,1,2,1,2,1,1,1,1
0.673079952,0.599968869,0.41374867,2,3,2,0,1,3,0,5,2,2,2,1,1,2,1,1,1,1
0.665949002,0.31314782,0.446057723,3,1,1,1,4,4,2,5,1,1,1,1,2,2,1,1,1,1
0.562831726,0.397796803,0.405751023,2,4,1,0,0,3,2,4,5,4,1,1,2,1,1,1,1,1
0.87559755,0.482406903,0.383409424,4,3,1,1,4,2,1,1,1,5,2,1,1,2,1,1,1,1
0.681274188,0.485523073,0.457613548,2,3,1,4,2,1,1,4,1,5,2,1,2,1,1,1,1,1
0.750294698,0.447533919,0.35939695,2,1,1,3,0,0,1,5,4,2,1,2,2,1,1,1,1,1
0.510593295,0.371188527,0.252256134,2,3,2,0,4,4,2,2,2,4,2,2,2,1,1,1,1,1
0.630455021,0.411838844,0.297157326,4,4,4,2,1,2,3,1,1,2,2,2,2,2,1,1,1,1
0.598858997,0.502983812,0.275131154,2,3,3,0,1,0,2,4,5,3,1,1,2,1,1,1,1,1
0.720822712,0.603750397,0.248843233,0,2,0,3,2,2,3,2,2,4,2,2,1,2,1,1,1,1
0.578372571,0.6238361,0.247476319,0,3,3,0,1,1,3,3,5,5,1,2,2,2,1,1,1,1
0.64506468,0.429472283,0.225973038,0,1,3,1,0,3,0,5,3,5,2,1,2,2,1,1,1,1
0.708781633,0.550946404,0.41579811,0,0,2,1,4,1,2,3,5,2,1,2,1,1,1,1,1,1
0.577079696,0.481054974,0.417960374,1,3,0,1,2,3,0,5,1,2,1,2,2,2,1,1,1,1
0.821931928,0.576842743,0.404243005,4,4,2,0,1,4,1,2,3,2,1,2,1,2,1,1,1,1
0.594063912,0.611505635,0.224814712,2,1,0,3,4,0,4,4,3,3,1,2,2,1,1,1,1,1
0.576729536,0.395929708,0.385805866,3,0,3,0,1,4,1,5,1,4,2,2,1,1,1,1,1,1
0.573662875,0.556613547,0.210671227,1,3,0,4,0,2,1,5,1,5,1,1,1,1,1,1,1,1
0.611131284,0.390007689,0.136943693,1,4,1,4,3,3,4,2,1,5,2,2,2,1,1,1,1,1
0.769312777,0.55430334,0.294171492,1,2,3,1,1,3,3,2,5,4,1,1,2,2,1,1,1,1
0.645804448,0.548868631,0.350332704,4,3,2,1,0,3,1,5,2,5,2,2,1,1,1,1,1,1
0.77886933,0.440781765,0.238876419,4,0,0,1,2,4,3,2,5,3,1,1,1,2,1,1,1,1
0.774695977,0.431295585,0.177937204,0,2,1,1,0,4,4,3,3,1,1,1,2,1,1,1,1,1
0.574866188,0.671185383,0.459936727,4,0,0,0,1,1,3,3,1,3,1,1,2,2,1,1,1,1
0.834766153,0.448853822,0.12268486,4,3,0,0,2,3,4,2,1,4,2,2,2,2,1,1,1,1
0.773933146,0.514504622,0.3271749,3,4,4,1,0,4,3,2,3,2,2,1,1,1,1,1,1,1
0.599693101,0.294674802,0.456571062,0,3,1,4,2,0,2,2,3,3,1,1,1,2,1,1,1,1
0.724186236,0.664472957,0.38186715,1,1,2,0,1,2,1,1,1,3,1,1,1,1,1,1,1,1
0.518247072,0.387748183,0.19494328,2,4,1,4,4,3,0,5,1,1,1,2,2,2,1,1,1,1
0.79284685,0.445466692,0.196164017,3,1,2,4,1,4,0,2,1,2,2,1,1,1,1,1,1,1
0.594500698,0.611651149,0.398075618,3,4,4,4,1,1,1,2,2,1,1,2,1,1,1,1,1,1
0.796598707,0.785867657,0.280173285,2,2,3,0,2,2,1,5,2,3,1,2,2,2,1,1,1,1
0.547960544,0.4579305,0.244502665,2,0,3,2,1,1,3,5,4,5,1,2,2,1,1,1,1,1
0.628468788,0.424484372,0.304785153,3,3,3,0,3,2,4,4,1,4,1,2,1,1,1,1,1,1
0.769769169,0.54595353,0.289296043,3,2,1,3,1,3,0,5,1,1,1,1,2,2,1,1,1,1
0.663933599,0.504432764,0.139214887,2,2,1,1,2,0,0,1,5,1,1,2,1,2,1,1,1,1
0.843554185,0.401875889,0.346047247,1,3,3,2,0,0,3,5,1,3,1,2,1,2,1,1,1,1
0.716847908,0.517413697,0.354315201,2,2,1,1,2,0,4,5,3,4,1,1,2,2,1,1,1,1
0.507422247,0.466758228,0.009259903,0,4,2,3,1,2,1,4,1,1,2,1,1,1,1,1,1,1
0.712355575,0.55077282,0.191012022,2,2,3,1,2,0,2,2,4,4,1,1,2,1,1,1,1,1
0.625562817,0.442433448,0.29116108,4,0,4,4,2,0,2,1,3,2,2,1,1,1,1,1,1,1
0.751387253,0.445468123,0.538781653,3,4,1,3,0,3,4,5,1,5,1,1,1,2,1,1,1,1
0.55188003,0.483150423,0.17400184,0,2,0,2,4,4,0,5,1,4,2,2,1,2,1,1,1,1
0.592920993,0.439729548,0.330515142,4,4,4,4,4,2,0,4,2,5,2,1,1,1,1,1,1,1
0.672916739,0.262482958,0.39182366,4,3,3,1,2,3,1,1,4,2,1,2,1,1,1,1,1,1
0.928802031,0.55276761,0.345516992,3,1,3,2,0,3,1,1,5,1,2,1,2,2,1,1,1,1
0.653675589,0.520557659,0.287313766,4,4,4,1,1,4,3,1,5,3,1,1,2,2,1,1,1,1
0.721529395,0.515174,0.34900789,4,4,1,4,0,0,3,2,5,2,1,2,2,2,1,1,1,1
0.909803061,0.572187804,0.360882237,0,0,1,2,1,4,4,5,2,2,1,1,1,2,1,1,1,1
0.651506882,0.617267121,0.294948922,3,0,3,3,1,4,2,5,4,3,2,2,1,1,1,1,1,1
0.653617088,0.588697023,0.352758354,1,3,0,0,0,1,2,3,3,2,1,1,1,2,1,1,1,1
0.735241013,0.570614974,0.135947144,1,2,3,2,2,0,2,4,1,1,1,2,1,2,1,1,1,1
0.716300926,0.460835835,0.568735207,1,0,1,4,1,4,3,5,5,5,2,2,2,2,1,1,1,1
0.64631721,0.521753099,0.564188953,1,0,2,0,0,4,0,1,1,3,2,1,1,1,1,1,1,1
0.465782766,0.497448453,0.385725536,2,3,4,0,4,0,4,2,3,2,2,1,2,1,1,1,1,1
0.539990319,0.510208866,0.314626234,1,1,2,2,0,4,2,5,1,3,2,1,1,2,1,1,1,1
0.646489773,0.445560073,0.319894923,1,0,3,2,1,3,2,4,1,4,2,1,2,2,1,1,1,1
0.649245117,0.565242661,0.409521081,4,4,3,2,3,3,4,2,1,2,2,1,1,1,1,1,1,1
0.543615656,0.181873173,0.419108604,1,3,0,1,3,2,0,2,1,1,1,1,1,2,1,1,1,1
0.719449287,0.406303698,0.480232202,2,3,1,3,1,1,1,2,3,5,2,2,2,2,1,1,1,1
0.587383628,0.478181197,0.304884184,1,1,4,3,4,4,0,3,2,5,2,2,1,2,1,1,1,1
0.578984833,0.511575507,0.342495119,3,1,3,1,3,0,3,1,4,2,1,2,2,1,1,1,1,1
0.736744003,0.52274975,0.395730449,3,3,3,3,0,1,2,1,1,4,1,2,1,2,1,1,1,1
0.733666279,0.632242939,0.462256069,2,3,0,0,4,4,2,1,1,1,2,1,2,2,1,1,1,1
0.558913204,0.386877724,0.326820833,1,3,1,4,2,4,1,1,1,2,1,2,1,2,1,1,1,1
0.632404161,0.40619409,0.30407328,1,3,3,4,3,2,2,2,2,4,1,2,1,1,1,1,1,1
0.66408037,0.440206213,0.280061537,2,2,0,2,2,3,3,5,3,2,2,2,1,1,1,1,1,1
0.83310788,0.493178592,0.217658657,1,1,2,0,3,3,0,2,4,1,2,2,1,2,1,1,1,1
0.572432205,0.375218566,0.328839032,3,4,0,0,3,1,3,4,1,1,1,1,2,1,1,1,1,1
0.775100493,0.493926504,0.485888708,0,1,0,2,3,0,0,2,2,4,2,1,1,1,1,1,1,1
0.54737233,0.689407396,0.161475355,1,0,4,2,4,0,0,5,4,4,2,1,2,1,1,1,1,1
0.471162646,0.387698961,0.102809823,1,3,4,2,2,3,2,2,4,5,2,1,2,2,1,1,1,1
0.507031098,0.552925528,0.387844575,1,2,0,1,2,0,0,1,4,1,1,2,1,1,1,1,1,1
0.714943683,0.501547319,0.381013433,4,1,1,1,2,3,2,1,2,1,1,2,1,1,1,1,1,1
0.787109339,0.59028058,0.330012886,3,0,3,4,2,3,4,2,5,3,2,1,1,2,1,1,1,1
0.751515053,0.590432099,0.224844091,3,3,2,3,2,3,0,3,1,1,1,2,1,2,1,1,1,1
0.544385267,0.549142394,0.229778703,3,1,0,4,1,3,3,3,3,1,2,2,2,1,1,1,1,1
0.86744459,0.60066006,0.404689275,3,0,4,3,1,2,3,4,1,3,2,1,2,2,1,1,1,1
0.657943325,0.397718224,0.245773991,2,1,1,0,1,0,0,4,3,5,2,2,1,1,1,1,1,1
0.528596687,0.53947918,0.395142701,4,4,1,2,4,3,2,2,3,4,1,1,2,1,1,1,1,1
0.518112549,0.476354626,0.268817019,0,0,3,2,0,0,1,2,3,4,1,2,2,1,1,1,1,1
0.735729703,0.429195962,0.448610796,3,2,0,1,2,1,3,2,5,5,2,2,2,1,1,1,1,1
0.698489044,0.280800274,0.409599791,1,2,1,0,0,0,0,3,3,5,1,2,1,1,1,1,1,1
0.519951342,0.514179184,0.398936763,4,0,3,2,0,4,0,5,2,2,2,2,1,1,1,1,1,1
0.534201023,0.496401523,0.268788743,0,2,4,2,4,1,4,3,1,4,2,1,1,2,1,1,1,1
0.605000207,0.388844653,0.374104464,3,2,3,0,4,0,3,4,3,3,2,2,2,1,1,1,1,1
0.777358627,0.55347194,0.376332812,4,3,0,4,4,4,4,4,2,5,1,2,2,1,1,1,1,1
0.673026466,0.366650754,0.235608535,0,2,4,1,3,1,2,2,1,4,1,1,1,2,1,1,1,1
0.789400898,0.42810779,0.231573024,0,1,0,2,2,0,2,5,4,2,1,1,2,1,1,1,1,1
0.69389017,0.395549765,0.323284985,4,3,2,1,4,0,4,3,1,2,1,1,1,2,1,1,1,1
0.625599014,0.522936305,0.479821801,0,2,1,1,4,4,1,2,1,3,1,1,2,2,1,1,1,1
0.704541722,0.477038275,0.354996998,4,4,0,1,3,1,0,3,4,3,1,2,2,1,1,1,1,1
0.707923253,0.541719311,0.20571422,0,3,3,3,2,4,2,4,2,1,2,1,1,2,1,1,1,1
0.619480584,0.312339833,0.413568159,4,1,4,2,1,1,4,3,3,3,2,2,2,2,1,1,1,1
0.733812415,0.405099723,0.430576812,1,0,2,4,0,1,2,1,5,1,1,1,2,2,1,1,1,1
0.747125119,0.530471591,0.199924346,4,4,4,4,4,2,2,2,4,5,1,1,2,2,1,1,1,1
0.710066365,0.57788172,0.428439726,2,0,0,3,0,2,4,4,2,4,1,2,2,2,1,1,1,1
0.525727508,0.530860537,0.252209045,3,0,4,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1
0.80106266,0.473124115,0.411462947,0,4,0,3,1,4,3,1,2,5,2,1,1,2,1,1,1,1
0.768438146,0.468677515,0.340344133,2,3,0,2,0,1,0,1,1,5,2,2,2,1,1,1,1,1
0.769334518,0.568751416,0.128249157,3,1,3,4,3,0,2,5,3,2,2,2,1,2,1,1,1,1
0.860918465,0.570871315,0.441275853,3,2,0,1,2,3,4,2,4,4,1,1,1,1,1,1,1,1
0.615506509,0.44055756,0.199255617,1,2,2,1,2,4,4,5,5,4,1,2,2,1,1,1,1,1
0.666139373,0.451910996,0.468560504,2,1,3,2,0,2,0,2,3,1,2,2,2,1,1,1,1,1
0.570723915,0.656237414,0.364499151,4,2,3,4,1,4,4,2,4,3,1,2,1,2,1,1,1,1
0.682996541,0.478313681,0.268595148,2,3,1,4,2,1,3,2,3,4,1,2,1,1,1,1,1,1
0.937038424,0.348264789,0.401436699,3,3,4,2,3,0,2,3,1,3,2,2,1,1,1,1,1,1
0.702636636,0.54096154,0.34151859,4,1,4,0,0,4,0,5,4,1,2,2,2,1,1,1,1,1
0.659368947,0.628596424,0.263085504,1,4,0,1,3,3,3,2,5,1,1,2,1,2,1,1,1,1
0.854828039,0.56447792,0.274849867,4,3,4,3,2,3,0,3,5,3,1,1,2,2,1,1,1,1
1,0.643033899,0.249614241,3,3,4,1,3,0,4,3,5,2,2,1,2,1,1,1,1,1
0.80372504,0.564099282,0.157037219,3,2,2,1,0,0,0,1,5,2,2,1,2,2,1,1,1,1
0.676189468,0.536140572,0.313134636,3,0,1,0,3,2,0,2,2,1,2,1,2,2,1,1,1,1
0.648326655,0.495485866,0.305632581,1,3,0,1,0,4,2,2,1,2,1,1,2,2,1,1,1,1
0.755273021,0.419030266,0.293847653,2,1,0,4,4,4,4,5,1,3,1,2,2,1,1,1,1,1
0.779265695,0.49585218,0.234957091,2,0,0,3,4,1,2,3,2,4,2,2,1,1,1,1,1,1
0.849029765,0.665845767,0.481503009,1,1,0,1,1,2,0,2,1,5,1,1,1,2,1,1,1,1
0.720878956,0.622162054,0.217248033,3,1,3,0,0,0,1,1,1,1,1,2,2,2,1,1,1,1
0.805356011,0.421471347,0.237279986,3,2,2,2,0,2,4,4,2,2,1,2,2,2,1,1,1,1
0.57570083,0.606959894,0.508822391,3,4,3,1,4,4,3,4,1,2,1,1,1,2,1,1,1,1
0.668195886,0.522396083,0.363149771,0,4,4,0,0,2,2,4,2,1,2,2,2,1,1,1,1,1
0.836012861,0.560569437,0.301582746,1,4,2,3,3,2,2,5,5,1,1,2,2,2,1,1,1,1
0.66529907,0.408632051,0.593304029,1,3,0,0,3,0,0,2,4,3,2,1,2,2,1,1,1,1
0.680102553,0.72848978,0.356160118,0,0,2,0,3,2,0,5,1,1,2,1,2,2,1,1,1,1
0.491026804,0.503887602,0.13615021,4,3,0,1,2,2,3,1,1,1,2,2,1,2,1,1,1,1
0.728508749,0.409213805,0.471696044,4,2,2,3,0,2,3,3,4,1,2,2,2,1,1,1,1,1
0.606338295,0.690146345,0.333657652,1,1,0,0,4,3,3,2,3,2,1,1,1,2,1,1,1,1
0.527655038,0.272751258,0.358093035,0,4,4,3,1,3,1,4,5,4,1,2,2,2,1,1,1,1
0.573774157,0.548941042,0.457574762,4,1,4,3,4,1,4,1,2,1,2,1,1,2,1,1,1,1
0.862736111,0.268731027,0.30916058,2,2,0,1,3,1,1,5,1,3,2,1,2,2,1,1,1,1
0.520398434,0.4987346,0.385575164,1,2,2,4,2,3,3,2,3,2,2,1,1,2,1,1,1,1
0.644084381,0.517877382,0.412210157,2,4,4,4,3,1,3,1,2,3,2,1,1,2,1,1,1,1
0.766401853,0.441679228,0.342830051,1,1,2,2,2,3,0,3,2,3,2,2,1,2,1,1,1,1
0.652699177,0.611480338,0.287839114,3,2,3,4,0,3,3,4,5,2,1,1,2,1,1,1,1,1
0.83538858,0.354860511,0.269310728,0,3,2,1,3,1,2,5,5,4,1,1,2,2,1,1,1,1
0.554788149,0.671948074,0.33619054,4,4,2,2,3,0,3,5,3,5,2,2,2,2,1,1,1,1
0.705035642,0.517685779,0.360718403,1,3,3,2,4,4,2,1,2,1,2,1,1,2,1,1,1,1
0.646018794,0.438723294,0.193810475,0,2,4,4,1,2,4,5,4,5,2,2,2,2,1,1,1,1
0.596655804,0.486729313,0.418504433,3,1,2,1,1,3,2,1,2,4,1,1,2,1,1,1,1,1
0.510385183,0.460454722,0.185036345,3,4,3,2,2,2,3,3,1,3,2,2,2,1,1,1,1,1
0.694936525,0.55326963,0.257570328,3,3,4,0,0,1,1,3,1,5,1,2,2,1,1,1,1,1
0.712623734,0.493287766,0.312998831,1,1,1,3,4,0,2,1,5,4,1,2,2,1,1,1,1,1
0.798900403,0.481883234,0.409679824,0,3,2,3,1,0,1,4,4,4,2,2,1,2,1,1,1,1
0.611704372,0.566664302,0.271421176,0,0,2,4,2,1,3,5,1,2,1,1,1,2,1,1,1,1
0.805660993,0.435912395,0.264032148,0,0,2,3,1,1,3,3,5,3,1,2,1,1,1,1,1,1
0.810551861,0.466140112,0.385125373,0,4,2,0,1,4,3,4,1,2,1,1,1,2,1,1,1,1
0.592969092,0.500355759,0.34423964,3,2,4,2,0,2,4,3,3,3,2,1,1,1,1,1,1,1
0.632751856,0.550162865,0.241262351,2,0,3,2,1,2,1,2,2,5,2,1,2,1,1,1,1,1
0.610261124,0.431751543,0.212150242,3,2,2,4,0,0,0,1,5,4,1,1,1,2,1,1,1,1
0.74712929,0.419456033,0.259557906,2,2,2,4,1,1,3,1,3,3,1,1,1,1,1,1,1,1
0.734846804,0.526841117,0.325471359,4,4,3,4,2,0,3,4,1,3,2,1,1,2,1,1,1,1
0.692316989,0.433107674,0.450153303,0,0,0,3,1,3,3,2,2,4,1,1,2,2,1,1,1,1
0.686318098,0.578271012,0.419818049,0,1,0,4,4,0,0,5,3,4,1,1,2,2,1,1,1,1
0.865362916,0.767826435,0.330411917,4,3,1,3,3,3,3,3,3,5,1,2,1,2,1,1,1,1
0.481289047,0.561576563,0.357345838,2,4,2,3,0,1,2,1,3,5,2,1,1,1,1,1,1,1
0.685636136,0.618849873,0.229893845,0,4,0,1,1,1,3,3,1,5,1,2,2,1,1,1,1,1
0.820641409,0.484068916,0.17268167,0,3,2,3,4,0,0,3,4,5,1,2,2,1,1,1,1,1
0.721862699,0.600851373,0.226920735,4,1,1,2,4,3,4,2,1,2,1,1,1,1,1,1,1,1
0.71867324,0.457586381,0.476148204,0,4,2,1,0,2,1,5,2,4,2,2,1,2,1,1,1,1
0.635559807,0.610371111,0.433523358,1,4,1,4,4,2,0,5,4,4,2,1,2,1,1,1,1,1
0.682093038,0.584837513,0.364120567,0,2,1,1,2,1,0,2,1,4,1,1,1,1,1,1,1,1
0.706345184,0.413722565,0.283832267,4,2,1,4,0,4,4,1,4,4,1,1,1,1,1,1,1,1
0.824587217,0.58097048,0.245524127,0,1,4,4,1,3,0,2,2,3,2,2,2,1,1,1,1,1
0.653094844,0.525785212,0.242529657,3,1,4,3,4,3,3,1,2,4,1,1,1,1,1,1,1,1
0.735375226,0.429646944,0.394223602,1,0,0,1,2,3,0,4,2,3,2,2,1,1,1,1,1,1
0.58075121,0.506120139,0.282221956,4,0,0,3,1,4,1,1,3,5,2,2,1,2,1,1,1,1
0.689687559,0.553560464,0.344415311,2,1,3,0,0,4,2,4,3,2,1,2,2,1,1,1,1,1
0.849038355,0.524379236,0.344846837,2,4,2,4,4,3,3,5,1,1,2,1,1,1,1,1,1,1
0.822137202,0.610215056,0.297668762,0,2,3,1,0,4,3,1,3,5,1,2,2,2,1,1,1,1
0.551632652,0.754151738,0.062181889,3,2,4,4,3,4,4,1,3,3,2,1,2,2,1,1,1,1
0.799099164,0.542697307,0.46301159,1,3,3,0,4,1,1,1,1,3,2,2,2,1,1,1,1,1
0.723466293,0.624082027,0.45969992,2,3,3,0,0,4,1,1,5,2,1,2,1,2,1,1,1,1
0.686408995,0.255725891,0.400612002,1,1,0,1,4,4,3,3,4,4,2,1,1,2,1,1,1,1
0.551051135,0.500862556,0.386720344,1,2,3,3,4,0,2,1,5,1,1,1,2,2,1,1,1,1
0.592678944,0.396862703,0.334724413,1,2,3,3,0,0,1,3,3,4,1,2,2,2,1,1,1,1
0.674899062,0.558314617,0.361284987,2,0,4,1,1,3,0,5,4,2,2,1,2,2,1,1,1,1
0.577375392,0.484553756,0.330061673,4,3,4,2,3,1,3,2,1,2,2,1,2,2,1,1,1,1
0.515994489,0.515562154,0.230805075,3,3,4,1,1,4,3,2,5,2,2,2,1,1,1,1,1,1
0.68069766,0.537516237,0.410328416,3,2,1,0,3,4,1,2,5,5,2,1,2,1,1,1,1,1
0.520451905,0.576105489,0.142522584,3,2,3,2,4,1,4,3,1,4,1,1,2,2,1,1,1,1
0.545542091,0.560561773,0.287064261,4,0,4,2,1,1,4,4,4,4,1,1,1,1,1,1,1,1
0.569979164,0.485904558,0.289156792,4,1,1,1,3,0,4,3,2,5,1,1,1,2,1,1,1,1
0.667822493,0.590401247,0.307219958,2,4,1,4,3,2,4,4,1,1,2,2,2,1,1,1,1,1
0.715547769,0.451956686,0.362695851,2,0,2,1,0,1,3,5,4,1,1,2,1,2,1,1,1,1
0.666078382,0.438931301,0.25357358,2,2,3,1,3,1,3,5,1,4,1,2,1,1,1,1,1,1
0.769114882,0.594267874,0.469434875,2,3,0,4,2,3,1,1,5,2,2,2,2,2,1,1,1,1
0.54706974,0.190528959,0.7589946,1,1,4,4,1,4,0,5,2,3,2,1,1,2,1,1,1,2
0.288085126,0.368315018,0.750199599,3,3,1,2,0,2,3,3,4,4,2,1,1,2,1,1,1,2
0.351076494,0.360971881,0.604893816,1,3,1,1,3,3,4,3,3,3,2,1,1,1,1,1,1,2
0.583291565,0.318334035,0.76851231,2,4,2,3,1,1,4,3,4,1,2,2,1,1,1,1,1,2
0.667341817,0.245672974,0.720779639,0,3,3,3,1,4,0,3,5,3,1,2,2,1,1,1,1,2
0.361549632,0.274745798,0.602023091,4,4,0,3,3,0,2,3,4,5,2,1,1,1,1,1,1,2
0.602763869,0.205855412,0.722977808,3,0,4,1,3,1,2,1,1,5,2,1,1,1,1,1,1,2
0.361835893,0.249532078,0.754627127,3,3,2,2,2,0,1,2,3,4,2,2,2,2,1,1,1,2
0.374397075,0.298267115,0.782027741,4,3,0,4,3,3,4,5,5,1,2,2,2,2,1,1,1,2
0.425741602,0.338827362,0.712029069,4,1,0,3,1,0,1,2,1,5,1,2,2,1,1,1,1,2
0.436956639,0.287553837,0.668808849,1,3,1,4,3,2,1,3,1,1,2,2,2,2,1,1,1,2
0.32403917,0.113491507,0.7881558,2,2,2,2,2,1,0,4,3,5,2,2,1,1,1,1,1,2
0.584667544,0.279220393,0.813988623,3,2,1,4,4,2,2,1,2,5,1,2,1,1,1,1,1,2
0.284558892,0.263942771,0.715214337,2,3,1,0,0,4,0,3,1,3,2,1,1,2,1,1,1,2
0.590442532,0.266316666,0.745431842,3,3,2,1,4,2,3,4,4,5,2,1,1,2,1,1,1,2
0.471224894,0.397696731,0.696967593,0,3,2,3,4,0,3,4,1,1,2,2,1,1,1,1,1,2
0.439087241,0.275827383,0.711877782,1,0,2,3,2,3,1,4,3,2,2,2,1,1,1,1,1,2
0.520724623,0.142858089,0.858392497,2,2,1,2,1,1,3,4,4,1,1,1,1,1,1,1,1,2
0.454909245,0.336052905,0.60306761,4,4,2,4,0,2,4,4,3,1,2,2,2,1,1,1,1,2
0.451715838,0.359253438,0.48161698,4,3,1,3,0,3,4,1,2,1,2,1,2,1,1,1,1,2
0.563226261,0.387332882,0.643195366,2,3,4,4,4,2,1,3,4,5,2,1,2,1,1,1,1,2
0.495205926,0.185522155,0.781063636,1,1,3,2,4,2,4,1,2,4,1,2,1,2,1,1,1,2
0.38361284,0.297052448,0.701688542,4,1,1,1,2,4,3,1,2,2,1,1,2,1,1,1,1,2
0.411198639,0.214940866,0.913276204,1,0,4,4,2,0,4,4,4,3,2,1,1,2,1,1,1,2
0.536712797,0.218263215,0.561498509,1,0,1,4,0,2,0,2,1,2,1,2,1,2,1,1,1,2
0.427595925,0.308433228,0.840582448,0,3,0,2,0,0,3,1,3,4,1,1,1,1,1,1,1,2
0.500855891,0.316875854,0.902938193,2,4,3,1,2,4,2,3,2,2,1,1,1,2,1,1,1,2
0.554074615,0.131316359,0.645435386,1,4,2,2,2,3,0,3,5,1,2,1,2,2,1,1,1,2
0.645902907,0.236973048,0.548555926,1,1,3,0,4,4,3,5,2,1,1,1,1,1,1,1,1,2
0.366778762,0.327056567,0.886353704,0,1,2,2,0,3,4,5,3,5,2,2,1,2,1,1,1,2
0.505516935,0.314886991,0.688216872,2,0,0,4,1,1,4,5,5,4,1,2,1,2,1,1,1,2
